TheTime,C02
10/15/25 10:20:00,0.499646
10/15/25 10:20:05,0.5373748
10/15/25 10:20:10,0.5373748
10/15/25 10:20:15,0.6128324
10/15/25 10:20:20,0.6505612
10/15/25 10:20:25,0.6128324
10/15/25 10:20:30,0.7260188
10/15/25 10:20:35,0.7260188
10/15/25 10:20:40,0.8014764
10/15/25 10:20:45,0.8014764
10/15/25 10:20:50,0.876934
10/15/25 10:20:55,0.9523917
10/15/25 10:21:00,1.027849
10/15/25 10:21:05,1.027849
10/15/25 10:21:10,1.065578
10/15/25 10:21:15,1.103307
10/15/25 10:21:20,1.178765
10/15/25 10:21:25,1.216493
10/15/25 10:21:30,1.291951
10/15/25 10:21:35,1.32968
10/15/25 10:21:40,1.367409
10/15/25 10:21:45,1.442866
10/15/25 10:21:50,1.518324
10/15/25 10:21:55,1.63151
10/15/25 10:22:00,1.593781
10/15/25 10:22:05,1.706968
10/15/25 10:22:10,1.669239
10/15/25 10:22:15,1.782425
10/15/25 10:22:20,1.782425
10/15/25 10:22:25,1.744697
10/15/25 10:22:30,1.857883
10/15/25 10:22:35,1.857883
10/15/25 10:22:40,1.933341
10/15/25 10:22:45,2.046527
10/15/25 10:22:50,2.046527
10/15/25 10:22:55,2.046527
10/15/25 10:23:00,2.197442
10/15/25 10:23:05,2.235171
10/15/25 10:23:10,2.197442
10/15/25 10:23:15,2.310629
10/15/25 10:23:20,2.348358
10/15/25 10:23:25,2.423815
10/15/25 10:23:30,2.423815
10/15/25 10:23:35,2.386086
10/15/25 10:23:40,2.499273
10/15/25 10:23:45,2.57473
10/15/25 10:23:50,2.57473
10/15/25 10:23:55,2.57473
10/15/25 10:24:00,2.612459
10/15/25 10:24:05,2.687917
10/15/25 10:24:10,2.612459
10/15/25 10:24:15,2.687917
10/15/25 10:24:20,2.801103
10/15/25 10:24:25,2.91429
10/15/25 10:24:30,2.838832
10/15/25 10:24:35,2.989747
10/15/25 10:24:40,2.876561
10/15/25 10:24:45,2.989747
10/15/25 10:24:50,2.952019
10/15/25 10:24:55,2.989747
10/15/25 10:25:00,2.989747
10/15/25 10:25:05,3.140663
10/15/25 10:25:10,3.140663
10/15/25 10:25:15,3.140663
10/15/25 10:25:20,3.178391
10/15/25 10:25:25,3.253849
10/15/25 10:25:30,3.329307
10/15/25 10:25:35,3.253849
10/15/25 10:25:40,3.329307
10/15/25 10:25:45,3.404764
10/15/25 10:25:50,3.404764
10/15/25 10:25:55,3.480222
10/15/25 10:26:00,3.404764
10/15/25 10:26:05,3.367035
10/15/25 10:26:10,3.367035
10/15/25 10:26:15,3.517951
10/15/25 10:26:20,3.480222
10/15/25 10:26:25,3.517951
10/15/25 10:26:30,3.555679
10/15/25 10:26:35,3.480222
10/15/25 10:26:40,3.517951
10/15/25 10:26:45,3.593408
10/15/25 10:26:50,3.593408
10/15/25 10:26:55,3.593408
10/15/25 10:27:00,3.668866
10/15/25 10:27:05,3.668866
10/15/25 10:27:10,3.631137
10/15/25 10:27:15,3.706595
10/15/25 10:27:20,3.706595
10/15/25 10:27:25,3.668866
10/15/25 10:27:30,3.744324
10/15/25 10:27:35,3.744324
10/15/25 10:27:40,3.819781
10/15/25 10:27:45,3.819781
10/15/25 10:27:50,3.782052
10/15/25 10:27:55,3.85751
10/15/25 10:28:00,3.85751
10/15/25 10:28:05,3.895239
10/15/25 10:28:10,3.895239
10/15/25 10:28:15,3.895239
10/15/25 10:28:20,3.895239
10/15/25 10:28:25,3.895239
10/15/25 10:28:30,3.932968
10/15/25 10:28:35,3.895239
10/15/25 10:28:40,3.932968
10/15/25 10:28:45,4.008425
10/15/25 10:28:50,3.970696
10/15/25 10:28:55,3.970696
10/15/25 10:29:00,4.046154
10/15/25 10:29:05,4.008425
10/15/25 10:29:10,4.083883
10/15/25 10:29:15,4.046154
10/15/25 10:29:20,4.121612
10/15/25 10:29:25,4.083883
10/15/25 10:29:30,4.197069
10/15/25 10:29:35,4.083883
10/15/25 10:29:40,4.046154
10/15/25 10:29:45,4.15934
10/15/25 10:29:50,4.083883
10/15/25 10:29:55,4.121612
10/15/25 10:30:00,4.121612
10/15/25 10:30:05,4.197069
10/15/25 10:30:10,4.121612
10/15/25 10:30:15,4.121612
10/15/25 10:30:20,4.083883
10/15/25 10:30:25,4.121612
10/15/25 10:30:30,4.083883
10/15/25 10:30:35,4.197069
10/15/25 10:30:40,4.234798
10/15/25 10:30:45,4.197069
10/15/25 10:30:50,4.197069
10/15/25 10:30:55,4.197069
10/15/25 10:31:00,4.272527
10/15/25 10:31:05,4.15934
10/15/25 10:31:10,4.234798
10/15/25 10:31:15,4.272527
10/15/25 10:31:20,4.234798
10/15/25 10:31:25,4.272527
10/15/25 10:31:30,4.272527
10/15/25 10:31:35,4.310256
10/15/25 10:31:40,4.234798
10/15/25 10:31:45,4.272527
10/15/25 10:31:50,4.347984
10/15/25 10:31:55,4.272527
10/15/25 10:32:00,4.347984
10/15/25 10:32:05,4.385713
10/15/25 10:32:10,4.423442
10/15/25 10:32:15,4.310256
10/15/25 10:32:20,4.347984
10/15/25 10:32:25,4.385713
10/15/25 10:32:30,4.310256
10/15/25 10:32:35,4.385713
10/15/25 10:32:40,4.461171
10/15/25 10:32:45,4.385713
10/15/25 10:32:50,4.385713
10/15/25 10:32:55,4.423442
10/15/25 10:33:00,4.385713
10/15/25 10:33:05,4.385713
10/15/25 10:33:10,4.461171
10/15/25 10:33:15,4.385713
10/15/25 10:33:20,4.385713
10/15/25 10:33:25,4.423442
10/15/25 10:33:30,4.461171
10/15/25 10:33:35,4.461171
10/15/25 10:33:40,4.461171
10/15/25 10:33:45,4.423442
10/15/25 10:33:50,4.423442
10/15/25 10:33:55,4.461171
10/15/25 10:34:00,4.4989
10/15/25 10:34:05,4.423442
10/15/25 10:34:10,4.423442
10/15/25 10:34:15,4.536628
10/15/25 10:34:20,4.536628
10/15/25 10:34:25,4.461171
10/15/25 10:34:30,4.423442
10/15/25 10:34:35,4.4989
10/15/25 10:34:40,4.4989
10/15/25 10:34:45,4.536628
10/15/25 10:34:50,4.574357
10/15/25 10:34:55,4.536628
10/15/25 10:35:00,4.4989
10/15/25 10:35:05,4.536628
10/15/25 10:35:10,4.4989
10/15/25 10:35:15,4.536628
10/15/25 10:35:20,4.574357
10/15/25 10:35:25,4.536628
10/15/25 10:35:30,4.4989
10/15/25 10:35:35,4.536628
10/15/25 10:35:40,4.612086
10/15/25 10:35:45,4.574357
10/15/25 10:35:50,4.536628
10/15/25 10:35:55,4.4989
10/15/25 10:36:00,4.649815
10/15/25 10:36:05,4.649815
10/15/25 10:36:10,4.649815
10/15/25 10:36:15,4.461171
10/15/25 10:36:20,4.612086
10/15/25 10:36:25,4.536628
10/15/25 10:36:30,4.612086
10/15/25 10:36:35,4.536628
10/15/25 10:36:40,4.536628
10/15/25 10:36:45,4.612086
10/15/25 10:36:50,4.574357
10/15/25 10:36:55,4.612086
10/15/25 10:37:00,4.612086
10/15/25 10:37:05,4.612086
10/15/25 10:37:10,4.612086
10/15/25 10:37:15,4.612086
10/15/25 10:37:20,4.687544
10/15/25 10:37:25,4.574357
10/15/25 10:37:30,4.574357
10/15/25 10:37:35,4.612086
10/15/25 10:37:40,4.612086
10/15/25 10:37:45,4.649815
10/15/25 10:37:50,4.612086
10/15/25 10:37:55,4.574357
10/15/25 10:38:00,4.612086
10/15/25 10:38:05,4.612086
10/15/25 10:38:10,4.536628
10/15/25 10:38:15,4.612086
10/15/25 10:38:20,4.574357
10/15/25 10:38:25,4.574357
10/15/25 10:38:30,4.536628
10/15/25 10:38:35,4.536628
10/15/25 10:38:40,4.536628
10/15/25 10:38:45,4.612086
10/15/25 10:38:50,4.612086
10/15/25 10:38:55,4.574357
10/15/25 10:39:00,4.687544
10/15/25 10:39:05,4.612086
10/15/25 10:39:10,4.649815
10/15/25 10:39:15,4.725273
10/15/25 10:39:20,4.612086
10/15/25 10:39:25,4.649815
10/15/25 10:39:30,4.612086
10/15/25 10:39:35,4.612086
10/15/25 10:39:40,4.574357
10/15/25 10:39:45,4.687544
10/15/25 10:39:50,4.687544
10/15/25 10:39:55,4.574357
10/15/25 10:40:00,4.612086
10/15/25 10:40:05,4.649815
10/15/25 10:40:10,4.574357
10/15/25 10:40:15,4.612086
10/15/25 10:40:20,4.687544
10/15/25 10:40:25,4.612086
10/15/25 10:40:30,4.649815
10/15/25 10:40:35,4.687544
10/15/25 10:40:40,4.649815
10/15/25 10:40:45,4.574357
10/15/25 10:40:50,4.649815
10/15/25 10:40:55,4.649815
10/15/25 10:41:00,4.574357
10/15/25 10:41:05,4.687544
10/15/25 10:41:10,4.687544
10/15/25 10:41:15,4.574357
10/15/25 10:41:20,4.687544
10/15/25 10:41:25,4.687544
10/15/25 10:41:30,4.725273
10/15/25 10:41:35,4.687544
10/15/25 10:41:40,4.687544
10/15/25 10:41:45,4.725273
10/15/25 10:41:50,4.649815
10/15/25 10:41:55,4.649815
10/15/25 10:42:00,4.612086
10/15/25 10:42:05,4.649815
10/15/25 10:42:10,4.574357
10/15/25 10:42:15,4.687544
10/15/25 10:42:20,4.687544
10/15/25 10:42:25,4.649815
10/15/25 10:42:30,4.687544
10/15/25 10:42:35,4.725273
10/15/25 10:42:40,4.725273
10/15/25 10:42:45,4.649815
10/15/25 10:42:50,4.763001
10/15/25 10:42:55,4.763001
10/15/25 10:43:00,4.612086
10/15/25 10:43:05,4.687544
10/15/25 10:43:10,4.725273
10/15/25 10:43:15,4.687544
10/15/25 10:43:20,4.649815
10/15/25 10:43:25,4.612086
10/15/25 10:43:30,4.536628
10/15/25 10:43:35,4.612086
10/15/25 10:43:40,4.574357
10/15/25 10:43:45,4.612086
10/15/25 10:43:50,4.4989
10/15/25 10:43:55,4.536628
10/15/25 10:44:00,4.461171
10/15/25 10:44:05,4.385713
10/15/25 10:44:10,4.423442
10/15/25 10:44:15,4.385713
10/15/25 10:44:20,4.310256
10/15/25 10:44:25,4.234798
10/15/25 10:44:30,4.234798
10/15/25 10:44:35,4.197069
10/15/25 10:44:40,4.15934
10/15/25 10:44:45,4.197069
10/15/25 10:44:50,4.083883
10/15/25 10:44:55,4.083883
10/15/25 10:45:00,4.008425
10/15/25 10:45:05,3.970696
10/15/25 10:45:10,3.85751
10/15/25 10:45:15,3.895239
10/15/25 10:45:20,3.819781
10/15/25 10:45:25,3.85751
10/15/25 10:45:30,3.782052
10/15/25 10:45:35,3.782052
10/15/25 10:45:40,3.631137
10/15/25 10:45:45,3.631137
10/15/25 10:45:50,3.555679
10/15/25 10:45:55,3.480222
10/15/25 10:46:00,3.517951
10/15/25 10:46:05,3.404764
10/15/25 10:46:10,3.367035
10/15/25 10:46:15,3.329307
10/15/25 10:46:20,3.21612
10/15/25 10:46:25,3.291578
10/15/25 10:46:30,3.178391
10/15/25 10:46:35,3.178391
10/15/25 10:46:40,3.102934
10/15/25 10:46:45,3.102934
10/15/25 10:46:50,2.989747
10/15/25 10:46:55,2.989747
10/15/25 10:47:00,2.91429
10/15/25 10:47:05,2.876561
10/15/25 10:47:10,2.876561
10/15/25 10:47:15,2.725646
10/15/25 10:47:20,2.725646
10/15/25 10:47:25,2.650188
10/15/25 10:47:30,2.650188
10/15/25 10:47:35,2.650188
10/15/25 10:47:40,2.57473
10/15/25 10:47:45,2.537002
10/15/25 10:47:50,2.461544
10/15/25 10:47:55,2.423815
10/15/25 10:48:00,2.386086
10/15/25 10:48:05,2.310629
10/15/25 10:48:10,2.348358
10/15/25 10:48:15,2.348358
10/15/25 10:48:20,2.235171
10/15/25 10:48:25,2.159714
10/15/25 10:48:30,2.197442
10/15/25 10:48:35,2.159714
10/15/25 10:48:40,2.121985
10/15/25 10:48:45,2.084256
10/15/25 10:48:50,2.084256
10/15/25 10:48:55,1.933341
10/15/25 10:49:00,2.008798
10/15/25 10:49:05,1.971069
10/15/25 10:49:10,1.820154
10/15/25 10:49:15,1.820154
10/15/25 10:49:20,1.782425
10/15/25 10:49:25,1.782425
10/15/25 10:49:30,1.744697
10/15/25 10:49:35,1.782425
10/15/25 10:49:40,1.706968
10/15/25 10:49:45,1.669239
10/15/25 10:49:50,1.669239
10/15/25 10:49:55,1.669239
10/15/25 10:50:00,1.669239
10/15/25 10:50:05,1.669239
10/15/25 10:50:10,1.63151
10/15/25 10:50:15,1.480595
10/15/25 10:50:20,1.593781
10/15/25 10:50:25,1.518324
10/15/25 10:50:30,1.442866
10/15/25 10:50:35,1.442866
10/15/25 10:50:40,1.442866
10/15/25 10:50:45,1.405137
10/15/25 10:50:50,1.405137
10/15/25 10:50:55,1.367409
10/15/25 10:51:00,1.32968
10/15/25 10:51:05,1.254222
10/15/25 10:51:10,1.32968
10/15/25 10:51:15,1.32968
10/15/25 10:51:20,1.291951
10/15/25 10:51:25,1.216493
10/15/25 10:51:30,1.254222
10/15/25 10:51:35,1.254222
10/15/25 10:51:40,1.216493
10/15/25 10:51:45,1.103307
10/15/25 10:51:50,1.141036
10/15/25 10:51:55,1.178765
10/15/25 10:52:00,1.141036
10/15/25 10:52:05,1.103307
10/15/25 10:52:10,1.103307
10/15/25 10:52:15,1.027849
10/15/25 10:52:20,1.027849
10/15/25 10:52:25,1.027849
10/15/25 10:52:30,1.027849
10/15/25 10:52:35,0.9901205
10/15/25 10:52:40,0.9901205
10/15/25 10:52:45,0.9523917
10/15/25 10:52:50,0.9523917
10/15/25 10:52:55,0.9146629
10/15/25 10:53:00,0.9523917
10/15/25 10:53:05,0.9523917
10/15/25 10:53:10,0.9523917
10/15/25 10:53:15,0.876934
10/15/25 10:53:20,0.9901205
10/15/25 10:53:25,0.876934
10/15/25 10:53:30,0.876934
10/15/25 10:53:35,0.876934
10/15/25 10:53:40,0.9146629
10/15/25 10:53:45,0.876934
10/15/25 10:53:50,0.8014764
10/15/25 10:53:55,0.8392052
10/15/25 10:54:00,0.8014764
10/15/25 10:54:05,0.8014764
10/15/25 10:54:10,0.8014764
10/15/25 10:54:15,0.7637476
10/15/25 10:54:20,0.8014764
10/15/25 10:54:25,0.7260188
10/15/25 10:54:30,0.8014764
10/15/25 10:54:35,0.8014764
10/15/25 10:54:40,0.7637476
10/15/25 10:54:45,0.7260188
10/15/25 10:54:50,0.7637476
10/15/25 10:54:55,0.7260188
10/15/25 10:55:00,0.7637476
10/15/25 10:55:05,0.6505612
10/15/25 10:55:10,0.68829
10/15/25 10:55:15,0.6505612
10/15/25 10:55:20,0.7260188
10/15/25 10:55:25,0.7260188
10/15/25 10:55:30,0.7260188
10/15/25 10:55:35,0.68829
10/15/25 10:55:40,0.68829
10/15/25 10:55:45,0.7637476
10/15/25 10:55:50,0.7637476
10/15/25 10:55:55,0.7260188
10/15/25 10:56:00,0.7637476
10/15/25 10:56:05,0.8014764
10/15/25 10:56:10,0.8014764
10/15/25 10:56:15,0.8392052
10/15/25 10:56:20,0.8014764
10/15/25 10:56:25,0.9146629
10/15/25 10:56:30,0.9523917
10/15/25 10:56:35,0.9901205
10/15/25 10:56:40,1.027849
10/15/25 10:56:45,0.9901205
10/15/25 10:56:50,1.103307
10/15/25 10:56:55,1.141036
10/15/25 10:57:00,1.216493
10/15/25 10:57:05,1.254222
10/15/25 10:57:10,1.254222
10/15/25 10:57:15,1.254222
10/15/25 10:57:20,1.405137
10/15/25 10:57:25,1.405137
10/15/25 10:57:30,1.405137
10/15/25 10:57:35,1.442866
10/15/25 10:57:40,1.556053
10/15/25 10:57:45,1.63151
10/15/25 10:57:50,1.669239
10/15/25 10:57:55,1.706968
10/15/25 10:58:00,1.744697
10/15/25 10:58:05,1.782425
10/15/25 10:58:10,1.857883
10/15/25 10:58:15,1.895612
10/15/25 10:58:20,1.895612
10/15/25 10:58:25,2.008798
10/15/25 10:58:30,2.121985
10/15/25 10:58:35,2.084256
10/15/25 10:58:40,2.159714
10/15/25 10:58:45,2.235171
10/15/25 10:58:50,2.197442
10/15/25 10:58:55,2.348358
10/15/25 10:59:00,2.310629
10/15/25 10:59:05,2.423815
10/15/25 10:59:10,2.461544
10/15/25 10:59:15,2.461544
10/15/25 10:59:20,2.499273
10/15/25 10:59:25,2.57473
10/15/25 10:59:30,2.612459
10/15/25 10:59:35,2.725646
10/15/25 10:59:40,2.687917
10/15/25 10:59:45,2.725646
10/15/25 10:59:50,2.763374
10/15/25 10:59:55,2.838832
10/15/25 11:00:00,2.952019
10/15/25 11:00:05,2.989747
10/15/25 11:00:10,3.027476
10/15/25 11:00:15,3.102934
10/15/25 11:00:20,3.140663
10/15/25 11:00:25,3.140663
10/15/25 11:00:30,3.140663
10/15/25 11:00:35,3.21612
10/15/25 11:00:40,3.329307
10/15/25 11:00:45,3.178391
10/15/25 11:00:50,3.21612
10/15/25 11:00:55,3.291578
10/15/25 11:01:00,3.329307
10/15/25 11:01:05,3.291578
10/15/25 11:01:10,3.367035
10/15/25 11:01:15,3.329307
10/15/25 11:01:20,3.404764
10/15/25 11:01:25,3.480222
10/15/25 11:01:30,3.442493
10/15/25 11:01:35,3.517951
10/15/25 11:01:40,3.555679
10/15/25 11:01:45,3.593408
10/15/25 11:01:50,3.631137
10/15/25 11:01:55,3.555679
10/15/25 11:02:00,3.631137
10/15/25 11:02:05,3.631137
10/15/25 11:02:10,3.744324
10/15/25 11:02:15,3.668866
10/15/25 11:02:20,3.782052
10/15/25 11:02:25,3.819781
10/15/25 11:02:30,3.782052
10/15/25 11:02:35,3.819781
10/15/25 11:02:40,3.782052
10/15/25 11:02:45,3.85751
10/15/25 11:02:50,3.819781
10/15/25 11:02:55,3.85751
10/15/25 11:03:00,3.895239
10/15/25 11:03:05,3.85751
10/15/25 11:03:10,3.895239
10/15/25 11:03:15,3.932968
10/15/25 11:03:20,3.970696
10/15/25 11:03:25,3.970696
10/15/25 11:03:30,3.970696
10/15/25 11:03:35,3.970696
10/15/25 11:03:40,4.008425
10/15/25 11:03:45,4.008425
10/15/25 11:03:50,4.121612
10/15/25 11:03:55,4.121612
10/15/25 11:04:00,4.083883
10/15/25 11:04:05,4.083883
10/15/25 11:04:10,4.197069
10/15/25 11:04:15,4.083883
10/15/25 11:04:20,4.15934
10/15/25 11:04:25,4.234798
10/15/25 11:04:30,4.121612
10/15/25 11:04:35,4.15934
10/15/25 11:04:40,4.197069
10/15/25 11:04:45,4.15934
10/15/25 11:04:50,4.15934
10/15/25 11:04:55,4.234798
10/15/25 11:05:00,4.234798
10/15/25 11:05:05,4.234798
10/15/25 11:05:10,4.272527
10/15/25 11:05:15,4.197069
10/15/25 11:05:20,4.234798
10/15/25 11:05:25,4.197069
10/15/25 11:05:30,4.197069
10/15/25 11:05:35,4.272527
10/15/25 11:05:40,4.310256
10/15/25 11:05:45,4.197069
10/15/25 11:05:50,4.272527
10/15/25 11:05:55,4.310256
10/15/25 11:06:00,4.272527
10/15/25 11:06:05,4.234798
10/15/25 11:06:10,4.234798
10/15/25 11:06:15,4.423442
10/15/25 11:06:20,4.310256
10/15/25 11:06:25,4.347984
10/15/25 11:06:30,4.385713
10/15/25 11:06:35,4.385713
10/15/25 11:06:40,4.272527
10/15/25 11:06:45,4.310256
10/15/25 11:06:50,4.385713
10/15/25 11:06:55,4.385713
10/15/25 11:07:00,4.310256
10/15/25 11:07:05,4.385713
10/15/25 11:07:10,4.423442
10/15/25 11:07:15,4.461171
10/15/25 11:07:20,4.423442
10/15/25 11:07:25,4.423442
10/15/25 11:07:30,4.461171
10/15/25 11:07:35,4.461171
10/15/25 11:07:40,4.385713
10/15/25 11:07:45,4.461171
10/15/25 11:07:50,4.385713
10/15/25 11:07:55,4.385713
10/15/25 11:08:00,4.423442
10/15/25 11:08:05,4.4989
10/15/25 11:08:10,4.423442
10/15/25 11:08:15,4.461171
10/15/25 11:08:20,4.4989
10/15/25 11:08:25,4.461171
10/15/25 11:08:30,4.423442
10/15/25 11:08:35,4.4989
10/15/25 11:08:40,4.423442
10/15/25 11:08:45,4.385713
10/15/25 11:08:50,4.536628
10/15/25 11:08:55,4.423442
10/15/25 11:09:00,4.4989
10/15/25 11:09:05,4.461171
10/15/25 11:09:10,4.574357
10/15/25 11:09:15,4.4989
10/15/25 11:09:20,4.461171
10/15/25 11:09:25,4.536628
10/15/25 11:09:30,4.461171
10/15/25 11:09:35,4.536628
10/15/25 11:09:40,4.4989
10/15/25 11:09:45,4.461171
10/15/25 11:09:50,4.574357
10/15/25 11:09:55,4.536628
10/15/25 11:10:00,4.536628
10/15/25 11:10:05,4.536628
10/15/25 11:10:10,4.536628
10/15/25 11:10:15,4.536628
10/15/25 11:10:20,4.536628
10/15/25 11:10:25,4.574357
10/15/25 11:10:30,4.574357
10/15/25 11:10:35,4.536628
10/15/25 11:10:40,4.574357
10/15/25 11:10:45,4.574357
10/15/25 11:10:50,4.612086
10/15/25 11:10:55,4.536628
10/15/25 11:11:00,4.574357
10/15/25 11:11:05,4.612086
10/15/25 11:11:10,4.536628
10/15/25 11:11:15,4.536628
10/15/25 11:11:20,4.649815
10/15/25 11:11:25,4.687544
10/15/25 11:11:30,4.574357
10/15/25 11:11:35,4.536628
10/15/25 11:11:40,4.612086
10/15/25 11:11:45,4.612086
10/15/25 11:11:50,4.612086
10/15/25 11:11:55,4.612086
10/15/25 11:12:00,4.536628
10/15/25 11:12:05,4.4989
10/15/25 11:12:10,4.574357
10/15/25 11:12:15,4.574357
10/15/25 11:12:20,4.612086
10/15/25 11:12:25,4.574357
10/15/25 11:12:30,4.612086
10/15/25 11:12:35,4.536628
10/15/25 11:12:40,4.536628
10/15/25 11:12:45,4.4989
10/15/25 11:12:50,4.612086
10/15/25 11:12:55,4.574357
10/15/25 11:13:00,4.574357
10/15/25 11:13:05,4.574357
10/15/25 11:13:10,4.612086
10/15/25 11:13:15,4.574357
10/15/25 11:13:20,4.612086
10/15/25 11:13:25,4.536628
10/15/25 11:13:30,4.574357
10/15/25 11:13:35,4.574357
10/15/25 11:13:40,4.649815
10/15/25 11:13:45,4.574357
10/15/25 11:13:50,4.649815
10/15/25 11:13:55,4.536628
10/15/25 11:14:00,4.612086
10/15/25 11:14:05,4.649815
10/15/25 11:14:10,4.649815
10/15/25 11:14:15,4.536628
10/15/25 11:14:20,4.536628
10/15/25 11:14:25,4.687544
10/15/25 11:14:30,4.649815
10/15/25 11:14:35,4.612086
10/15/25 11:14:40,4.687544
10/15/25 11:14:45,4.612086
10/15/25 11:14:50,4.649815
10/15/25 11:14:55,4.687544
10/15/25 11:15:00,4.725273
10/15/25 11:15:05,4.763001
10/15/25 11:15:10,4.725273
10/15/25 11:15:15,4.725273
10/15/25 11:15:20,4.612086
10/15/25 11:15:25,4.649815
10/15/25 11:15:30,4.574357
10/15/25 11:15:35,4.536628
10/15/25 11:15:40,4.649815
10/15/25 11:15:45,4.612086
10/15/25 11:15:50,4.574357
10/15/25 11:15:55,4.649815
10/15/25 11:16:00,4.687544
10/15/25 11:16:05,4.649815
10/15/25 11:16:10,4.649815
10/15/25 11:16:15,4.574357
10/15/25 11:16:20,4.649815
10/15/25 11:16:25,4.612086
10/15/25 11:16:30,4.574357
10/15/25 11:16:35,4.574357
10/15/25 11:16:40,4.687544
10/15/25 11:16:45,4.725273
10/15/25 11:16:50,4.649815
10/15/25 11:16:55,4.612086
10/15/25 11:17:00,4.612086
10/15/25 11:17:05,4.687544
10/15/25 11:17:10,4.725273
10/15/25 11:17:15,4.725273
10/15/25 11:17:20,4.612086
10/15/25 11:17:25,4.612086
10/15/25 11:17:30,4.687544
10/15/25 11:17:35,4.649815
10/15/25 11:17:40,4.687544
10/15/25 11:17:45,4.649815
10/15/25 11:17:50,4.612086
10/15/25 11:17:55,4.612086
10/15/25 11:18:00,4.612086
10/15/25 11:18:05,4.649815
10/15/25 11:18:10,4.649815
10/15/25 11:18:15,4.612086
10/15/25 11:18:20,4.687544
10/15/25 11:18:25,4.612086
10/15/25 11:18:30,4.687544
10/15/25 11:18:35,4.687544
10/15/25 11:18:40,4.725273
10/15/25 11:18:45,4.763001
10/15/25 11:18:50,4.649815
10/15/25 11:18:55,4.725273
10/15/25 11:19:00,4.725273
10/15/25 11:19:05,4.649815
10/15/25 11:19:10,4.80073
10/15/25 11:19:15,4.612086
10/15/25 11:19:20,4.649815
10/15/25 11:19:25,4.687544
10/15/25 11:19:30,4.687544
10/15/25 11:19:35,4.649815
10/15/25 11:19:40,4.687544
10/15/25 11:19:45,4.649815
10/15/25 11:19:50,4.725273
10/15/25 11:19:55,4.612086
